Cod judet,Codul SIRUTA,judet,localitatea,rang,judecatorie,tribunal,CA,Populatie
17,74705,Dolj,Verbita,comuna,JudecatoriaBAILESTI,TribunalulDOLJ,CurteadeApelCRAIOVA,1336
40,168452,Valcea,Balcesti,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,5481
40,174502,Valcea,Diculesti,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2051
40,169583,Valcea,Fauresti,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,1539
40,169681,Valcea,Firtatesti,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,4286
40,170097,Valcea,Ghioroiu,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,1808
40,170346,Valcea,Gradistea,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2822
40,174511,Valcea,Lacusteni,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,1592
40,170612,Valcea,Lalosu,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2515
40,170872,Valcea,Livezi,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2514
40,171101,Valcea,Maciuca,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,1905
40,172698,Valcea,Rosiile,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2647
40,173132,Valcea,Stanesti,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,1422
40,173855,Valcea,Tetoiu,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2646
40,174085,Valcea,Valea Mare,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2980
40,174290,Valcea,Zatreni,comuna,JudecatoriaBALCESTI,TribunalulVALCEA,CurteadeApelPITESTI,2416
30,125677,Olt,Baldovinesti,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,794
30,125418,Olt,Bals,oras,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,20618
30,125846,Olt,Barza,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,2638
30,125873,Olt,Bobicesti,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,3259
30,130295,Olt,Calui,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,1817
30,126674,Olt,Dobretu,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,1241
30,130302,Olt,Gavanesti,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,2220
30,127288,Olt,Iancu Jianu,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,4486
30,127625,Olt,Morunglav,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,2643
30,127812,Olt,Oboga,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,1353
30,128178,Olt,Parscoveni,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,2937
30,130384,Olt,Soparlita,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,1567
30,130062,Olt,Voineasa,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,2040
30,130124,Olt,Vulpeni,comuna,JudecatoriaBALS,TribunalulOLT,CurteadeApelCRAIOVA,2441
39,162069,Vaslui,Alex. Vlahuta ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1347
39,162327,Vaslui,Bacani ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,2911
39,162194,Vaslui,Banca ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,5516
39,161794,Vaslui,Birlad,municipiu,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,67947
39,162693,Vaslui,Bogdanesti ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3388
39,162791,Vaslui,Bogdanita ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1543
39,167268,Vaslui,Ciocani,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1845
39,163057,Vaslui,Coroiesti ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,2186
39,167286,Vaslui,Dodesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1856
39,167231,Vaslui,Fruntiseni,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1953
39,163967,Vaslui,Gherghesti ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,2802
39,164133,Vaslui,Grivita ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3739
39,164339,Vaslui,Iana ,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,4131
39,167222,Vaslui,Ibanesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1551
39,164543,Vaslui,Ivesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,2716
39,165274,Vaslui,Perieni,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3674
39,167311,Vaslui,Pochidia,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1847
39,165416,Vaslui,Pogana,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3298
39,167259,Vaslui,Pogonesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1830
39,165470,Vaslui,Puiesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,4794
39,165817,Vaslui,Rosiesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3429
39,166529,Vaslui,Tutova,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3728
39,166707,Vaslui,Viisoara,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1858
39,166770,Vaslui,Vinderei,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,4298
39,166869,Vaslui,Voinesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3956
39,167035,Vaslui,Vutcani,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,2173
39,167179,Vaslui,Zorleni,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,9803
39,162559,Vaslui,Blagesti,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,1474
39,163789,Vaslui,Epureni,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,3055
39,163832,Vaslui,Falciu,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,5632
39,164829,Vaslui,Malusteni,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,2711
39,164981,Vaslui,Murgeni,oras,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,7855
39,166137,Vaslui,Suletea,comuna,JudecatoriaBARLAD,TribunalulVASLUI,CurteadeApelIASI,2436
6,32483,Bistrita-Nasaud,Beclean,oras,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,11622
6,32660,Bistrita-Nasaud,Branistea,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3159
6,32811,Bistrita-Nasaud,Caianu Mic,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3998
6,33015,Bistrita-Nasaud,Chiochis,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3103
6,33122,Bistrita-Nasaud,Chiuza,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2213
6,32955,Bistrita-Nasaud,Ciceu-Giurgesti,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1658
6,179953,Bistrita-Nasaud,Ciceu-Mihaesti,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1344
6,33435,Bistrita-Nasaud,Lechinta,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,6142
6,33658,Bistrita-Nasaud,Matei,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2703
6,179659,Bistrita-Nasaud,Negrilesti,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2394
6,34075,Bistrita-Nasaud,Nuseni,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2847
6,34173,Bistrita-Nasaud,Petru Rares,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3683
6,34770,Bistrita-Nasaud,Sieu Odorhei,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2520
6,34903,Bistrita-Nasaud,Sintereag,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3711
6,34547,Bistrita-Nasaud,`,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3772
6,35152,Bistrita-Nasaud,Tarlisua,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3354
6,35269,Bistrita-Nasaud,Uriu,comuna,JudecatoriaBECLEAN,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3658
5,26804,Bihor,Beius,municipiu,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,11047
5,27846,Bihor,Budureasa,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2732
5,27971,Bihor,Buntesti,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,4441
5,28077,Bihor,Cabesti,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1875
5,28709,Bihor,Campani,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2499
5,28139,Bihor,Capalna,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1700
5,28193,Bihor,Carpinet,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1942
5,28335,Bihor,Ceica,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,3745
5,28889,Bihor,Cristioru de Jos,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1376
5,28941,Bihor,Curatele,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2512
5,29154,Bihor,Dobresti,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,5456
5,29243,Bihor,Draganesti,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2927
5,29403,Bihor,Finis,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,3655
5,29573,Bihor,Holod,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,3226
5,29760,Bihor,Lazuri de Beius,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1622
5,29948,Bihor,Lunca,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2787
5,26920,Bihor,Nucet,oras,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2528
5,30336,Bihor,Pietroasa,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,3224
5,30416,Bihor,Pocola,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1506
5,30470,Bihor,Pomezeu,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,3025
5,30648,Bihor,Rabagani,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2008
5,30719,Bihor,Remetea,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2902
5,30773,Bihor,Rieni,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,3046
5,30844,Bihor,Rosia,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2480
5,31057,Bihor,Sambata,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1450
5,31422,Bihor,Soimi,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2693
5,26840,Bihor,Stei,oras,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,8038
5,31609,Bihor,Tarcaia,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,1985
5,31921,Bihor,Uileacu de Beius,comuna,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2176
5,27007,Bihor,Vascau,oras,JudecatoriaBEIUS,TribunalulBIHOR,CurteadeApelORADEA,2603
29,120968,Neamt,Bicaz,oras,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,8308
29,121297,Neamt,Bicaz-Chei,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,4690
29,121340,Neamt,Bicazu Ardelean,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,3973
29,121652,Neamt,Borca,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,6585
29,122025,Neamt,Ceahlau,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,2430
29,122249,Neamt,Damuc,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,3023
29,122551,Neamt,Farcasa,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,3179
29,122864,Neamt,Grinties,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,2495
29,122953,Neamt,Hangu,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,3824
29,123790,Neamt,Poiana Teiului,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,4981
29,124493,Neamt,Tarcau,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,3499
29,124563,Neamt,Tasca,comuna,JudecatoriaBICAZ,TribunalulNEAMT,CurteadeApelBACAU,2661
6,32394,Bistrita-Nasaud,Bistrita,municipiu,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,85564
6,32633,Bistrita-Nasaud,Bistrita Bargaului,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,4410
6,32704,Bistrita-Nasaud,Budacu de Jos,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3203
6,32768,Bistrita-Nasaud,Budesti,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1924
6,32884,Bistrita-Nasaud,Cetate,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2727
6,179686,Bistrita-Nasaud,Dumitrita,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,3024
6,33275,Bistrita-Nasaud,Galatii Bistritei,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2573
6,33382,Bistrita-Nasaud,Josenii Bargaului,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,5313
6,33541,Bistrita-Nasaud,Livezile,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,4939
6,33765,Bistrita-Nasaud,Mariselu,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2553
6,33845,Bistrita-Nasaud,Micestii de Campie,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1097
6,33881,Bistrita-Nasaud,Milas,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1371
6,33952,Bistrita-Nasaud,Monor,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1475
6,34235,Bistrita-Nasaud,Prundu Bargaului,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,6395
6,34477,Bistrita-Nasaud,Sanmihaiu de Campie,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1540
26,179613,Bistrita-Nasaud,Sieu,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2571
6,34690,Bistrita-Nasaud,Sieu Magherus,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,4350
6,34850,Bistrita-Nasaud,Sieut,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2670
6,34422,Bistrita-Nasaud,Silivasu de Campie,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,1052
6,34985,Bistrita-Nasaud,Teaca,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,5890
6,35090,Bistrita-Nasaud,Tiha Bargaului,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,6403
6,35312,Bistrita-Nasaud,Urmenis,comuna,JudecatoriaBISTRITA,TribunalulBISTRITANASAUD,CurteadeApelCLUJ,2008
1,1348,Alba,Blaj,municipiu,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,20516
1,9026,Alba,Bucerdea Granoasa,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,2350
1,3761,Alba,Cenade,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,948
1,3805,Alba,Cergau,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,1548
1,3958,Alba,Cetatea de Balta,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,2984
1,4188,Alba,Craciunelu de Jos,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,2169
1,5103,Alba,Jidvei,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,5180
1,6930,Alba,Rosia de Secas,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,1546
1,7348,Alba,Sancel,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,2585
1,7865,Alba,Sona,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,4417
1,8354,Alba,Valea Lunga,comuna,JudecatoriaBLAJ,TribunalulALBA,CurteadeApelALBAIULIA,3136
19,101163,Giurgiu,Bolintin-Deal,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,6242
19,101190,Giurgiu,Bolintin-Vale,oras,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,12673
19,101378,Giurgiu,Bucsani,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,3721
19,101519,Giurgiu,Bulbucata,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,1404
19,101617,Giurgiu,Buturugeni,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,3950
19,101984,Giurgiu,Clejani,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,3421
19,179748,Giurgiu,Cosoba,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,2423
19,102348,Giurgiu,Crevedia-Mare,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,5012
19,102794,Giurgiu,Floresti-Stoenesti,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,8794
19,103087,Giurgiu,Gaiseni,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,5543
19,103407,Giurgiu,Gradinari,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,3292
19,103997,Giurgiu,Joita,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,3371
19,104047,Giurgiu,Letca Noua,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,3366
19,104225,Giurgiu,Marsa,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,2720
19,104136,Giurgiu,Mihailesti ,oras,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,7481
19,104485,Giurgiu,Ogrezeni,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,4584
19,104831,Giurgiu,Roata de Jos,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,8220
19,179775,Giurgiu,Sabareni,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,2597
19,105623,Giurgiu,Ulmi,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,7683
19,105972,Giurgiu,Vanatorii Mici,comuna,JudecatoriaBOLINTINVALE,TribunalulGIURGIU,CurteadeApelBUCURESTI,4538
7,36131,Botosani,Albesti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,6576
7,36300,Botosani,Baluseni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4930
7,39983,Botosani,Blandesti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2219
7,35731,Botosani,Botosani,municipiu,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,114325
7,36453,Botosani,Bucecea,oras,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,5179
7,36499,Botosani,Calarasi,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3556
7,36569,Botosani,Copalau,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4116
7,36756,Botosani,Corni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,6780
7,39975,Botosani,Cosula,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2984
7,36907,Botosani,Cristesti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4873
7,35759,Botosani,Curtesti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4782
7,37280,Botosani,Flamanzi,oras,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,11785
7,37324,Botosani,Frumusica,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,6013
7,37459,Botosani,Gorbanesti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3394
7,37734,Botosani,Hlipiceni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3641
7,37912,Botosani,Lunca,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4362
7,38063,Botosani,Mihai Eminescu,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,7295
7,38456,Botosani,Nicseni ,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2686
7,38580,Botosani,Prajeni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3345
7,35839,Botosani,Rachiti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4880
7,38679,Botosani,Rauseni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2988
7,38811,Botosani,Roma,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3385
7,38848,Botosani,Romanesti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2008
7,38893,Botosani,Santa Mare,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3032
7,35884,Botosani,Stauceni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3509
7,39051,Botosani,Sulita ,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3048
7,39266,Botosani,Todireni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3536
7,39328,Botosani,Trusesti,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,5596
7,39391,Botosani,Tudora,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,5138
7,39532,Botosani,Unteni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2800
7,39738,Botosani,Vladeni,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,5002
7,39872,Botosani,Vorona,comuna,JudecatoriaBOTOSANI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,7936
22,87745,Hunedoara,Baia de Cris,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,2715
22,88350,Hunedoara,Blajeni ,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1186
22,87291,Hunedoara,Brad,municipiu,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,15459
22,88788,Hunedoara,Buces ,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1990
22,88868,Hunedoara,Bucuresci ,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1614
22,88920,Hunedoara,Bulzestii de Sus,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,308
22,87362,Hunedoara,Criscior,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,4067
22,90208,Hunedoara,Luncoiu de Jos,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1884
22,90805,Hunedoara,Ribita,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1444
22,91447,Hunedoara,Tomesti,comuna,JudecatoriaBRAD,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1089
